City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,<tr>,<td>,</td>,</tr>,<tr><td>City_ID</td><td>City</td><td>Cloudiness</td><td>Country</td><td>Date</td><td>Humidity</td><td>Lat</td><td>Lng</td><td>Max Temp</td><td>Wind Speed</td></tr>,,,,,<tr><td>City_ID</td><td>City</td><td>Cloudiness</td><td>Country</td><td>Date</td><td>Humidity</td><td>Lat</td><td>Lng</td><td>Max Temp</td><td>Wind Speed</td></tr>
329,Umkomaas,63,ZA, 03/15/2021,87,-30.2067,30.7978,77,4,<tr>,<td>,</td>,</tr>,<tr><td>329</td><td>Umkomaas</td><td>63</td><td>ZA</td><td> 03/15/2021</td><td>87</td><td>-30.2067</td><td>30.7978</td><td>77</td><td>4</td></tr>,,,,,<tr><td>329</td><td>Umkomaas</td><td>63</td><td>ZA</td><td> 03/15/2021</td><td>87</td><td>-30.2067</td><td>30.7978</td><td>77</td><td>4</td></tr>
330,Havre-Saint-Pierre,1,CA, 03/15/2021,37,50.2334,-63.5986,10.4,16.11,<tr>,<td>,</td>,</tr>,<tr><td>330</td><td>Havre-Saint-Pierre</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>37</td><td>50.2334</td><td>-63.5986</td><td>10.4</td><td>16.11</td></tr>,,,,,<tr><td>330</td><td>Havre-Saint-Pierre</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>37</td><td>50.2334</td><td>-63.5986</td><td>10.4</td><td>16.11</td></tr>
331,General Roca,20,AR, 03/15/2021,31,-39.0333,-67.5833,89.6,3.44,<tr>,<td>,</td>,</tr>,<tr><td>331</td><td>General Roca</td><td>20</td><td>AR</td><td> 03/15/2021</td><td>31</td><td>-39.0333</td><td>-67.5833</td><td>89.6</td><td>3.44</td></tr>,,,,,<tr><td>331</td><td>General Roca</td><td>20</td><td>AR</td><td> 03/15/2021</td><td>31</td><td>-39.0333</td><td>-67.5833</td><td>89.6</td><td>3.44</td></tr>
332,Narrabri,83,AU, 03/15/2021,77,-30.3167,149.7833,60.8,12.66,<tr>,<td>,</td>,</tr>,<tr><td>332</td><td>Narrabri</td><td>83</td><td>AU</td><td> 03/15/2021</td><td>77</td><td>-30.3167</td><td>149.7833</td><td>60.8</td><td>12.66</td></tr>,,,,,<tr><td>332</td><td>Narrabri</td><td>83</td><td>AU</td><td> 03/15/2021</td><td>77</td><td>-30.3167</td><td>149.7833</td><td>60.8</td><td>12.66</td></tr>
333,Yar-Sale,97,RU, 03/15/2021,96,66.8333,70.8333,10.24,3.27,<tr>,<td>,</td>,</tr>,<tr><td>333</td><td>Yar-Sale</td><td>97</td><td>RU</td><td> 03/15/2021</td><td>96</td><td>66.8333</td><td>70.8333</td><td>10.24</td><td>3.27</td></tr>,,,,,<tr><td>333</td><td>Yar-Sale</td><td>97</td><td>RU</td><td> 03/15/2021</td><td>96</td><td>66.8333</td><td>70.8333</td><td>10.24</td><td>3.27</td></tr>
334,Trincomalee,2,LK, 03/15/2021,76,8.5711,81.2335,80.64,9.95,<tr>,<td>,</td>,</tr>,<tr><td>334</td><td>Trincomalee</td><td>2</td><td>LK</td><td> 03/15/2021</td><td>76</td><td>8.5711</td><td>81.2335</td><td>80.64</td><td>9.95</td></tr>,,,,,<tr><td>334</td><td>Trincomalee</td><td>2</td><td>LK</td><td> 03/15/2021</td><td>76</td><td>8.5711</td><td>81.2335</td><td>80.64</td><td>9.95</td></tr>
335,Nenjiang,100,CN, 03/15/2021,90,49.1833,125.2167,14.92,22.44,<tr>,<td>,</td>,</tr>,<tr><td>335</td><td>Nenjiang</td><td>100</td><td>CN</td><td> 03/15/2021</td><td>90</td><td>49.1833</td><td>125.2167</td><td>14.92</td><td>22.44</td></tr>,,,,,<tr><td>335</td><td>Nenjiang</td><td>100</td><td>CN</td><td> 03/15/2021</td><td>90</td><td>49.1833</td><td>125.2167</td><td>14.92</td><td>22.44</td></tr>
336,Phichit,19,TH, 03/15/2021,57,16.25,100.4167,87.01,7.23,<tr>,<td>,</td>,</tr>,<tr><td>336</td><td>Phichit</td><td>19</td><td>TH</td><td> 03/15/2021</td><td>57</td><td>16.25</td><td>100.4167</td><td>87.01</td><td>7.23</td></tr>,,,,,<tr><td>336</td><td>Phichit</td><td>19</td><td>TH</td><td> 03/15/2021</td><td>57</td><td>16.25</td><td>100.4167</td><td>87.01</td><td>7.23</td></tr>
337,Kaputa,38,ZM, 03/15/2021,82,-8.4689,29.6619,70.03,3.65,<tr>,<td>,</td>,</tr>,<tr><td>337</td><td>Kaputa</td><td>38</td><td>ZM</td><td> 03/15/2021</td><td>82</td><td>-8.4689</td><td>29.6619</td><td>70.03</td><td>3.65</td></tr>,,,,,<tr><td>337</td><td>Kaputa</td><td>38</td><td>ZM</td><td> 03/15/2021</td><td>82</td><td>-8.4689</td><td>29.6619</td><td>70.03</td><td>3.65</td></tr>
338,Kodinsk,100,RU, 03/15/2021,95,58.6881,99.1844,10.44,3.76,<tr>,<td>,</td>,</tr>,<tr><td>338</td><td>Kodinsk</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>95</td><td>58.6881</td><td>99.1844</td><td>10.44</td><td>3.76</td></tr>,,,,,<tr><td>338</td><td>Kodinsk</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>95</td><td>58.6881</td><td>99.1844</td><td>10.44</td><td>3.76</td></tr>
339,Saint-Marc,0,HT, 03/15/2021,45,19.1082,-72.6938,81.77,6.64,<tr>,<td>,</td>,</tr>,<tr><td>339</td><td>Saint-Marc</td><td>0</td><td>HT</td><td> 03/15/2021</td><td>45</td><td>19.1082</td><td>-72.6938</td><td>81.77</td><td>6.64</td></tr>,,,,,<tr><td>339</td><td>Saint-Marc</td><td>0</td><td>HT</td><td> 03/15/2021</td><td>45</td><td>19.1082</td><td>-72.6938</td><td>81.77</td><td>6.64</td></tr>
340,Kindu,100,CD, 03/15/2021,83,-2.95,25.95,73.6,0.74,<tr>,<td>,</td>,</tr>,<tr><td>340</td><td>Kindu</td><td>100</td><td>CD</td><td> 03/15/2021</td><td>83</td><td>-2.95</td><td>25.95</td><td>73.6</td><td>0.74</td></tr>,,,,,<tr><td>340</td><td>Kindu</td><td>100</td><td>CD</td><td> 03/15/2021</td><td>83</td><td>-2.95</td><td>25.95</td><td>73.6</td><td>0.74</td></tr>
341,Teya,100,RU, 03/15/2021,93,60.3778,92.6267,12.56,7.34,<tr>,<td>,</td>,</tr>,<tr><td>341</td><td>Teya</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>93</td><td>60.3778</td><td>92.6267</td><td>12.56</td><td>7.34</td></tr>,,,,,<tr><td>341</td><td>Teya</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>93</td><td>60.3778</td><td>92.6267</td><td>12.56</td><td>7.34</td></tr>
342,Hosakote,0,IN, 03/15/2021,46,14.2769,77.1699,74.16,9.62,<tr>,<td>,</td>,</tr>,<tr><td>342</td><td>Hosakote</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>46</td><td>14.2769</td><td>77.1699</td><td>74.16</td><td>9.62</td></tr>,,,,,<tr><td>342</td><td>Hosakote</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>46</td><td>14.2769</td><td>77.1699</td><td>74.16</td><td>9.62</td></tr>
343,Banda Aceh,100,ID, 03/15/2021,77,5.5577,95.3222,79.61,4.94,<tr>,<td>,</td>,</tr>,<tr><td>343</td><td>Banda Aceh</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>77</td><td>5.5577</td><td>95.3222</td><td>79.61</td><td>4.94</td></tr>,,,,,<tr><td>343</td><td>Banda Aceh</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>77</td><td>5.5577</td><td>95.3222</td><td>79.61</td><td>4.94</td></tr>
344,Ambunti,23,PG, 03/15/2021,98,-4.2365,142.8448,72.23,1.32,<tr>,<td>,</td>,</tr>,<tr><td>344</td><td>Ambunti</td><td>23</td><td>PG</td><td> 03/15/2021</td><td>98</td><td>-4.2365</td><td>142.8448</td><td>72.23</td><td>1.32</td></tr>,,,,,<tr><td>344</td><td>Ambunti</td><td>23</td><td>PG</td><td> 03/15/2021</td><td>98</td><td>-4.2365</td><td>142.8448</td><td>72.23</td><td>1.32</td></tr>
345,Gallup,1,US, 03/15/2021,39,35.5281,-108.7426,46.99,17.27,<tr>,<td>,</td>,</tr>,<tr><td>345</td><td>Gallup</td><td>1</td><td>US</td><td> 03/15/2021</td><td>39</td><td>35.5281</td><td>-108.7426</td><td>46.99</td><td>17.27</td></tr>,,,,,<tr><td>345</td><td>Gallup</td><td>1</td><td>US</td><td> 03/15/2021</td><td>39</td><td>35.5281</td><td>-108.7426</td><td>46.99</td><td>17.27</td></tr>
346,Cherskiy,62,RU, 03/15/2021,82,68.75,161.3,-12.21,10.56,<tr>,<td>,</td>,</tr>,<tr><td>346</td><td>Cherskiy</td><td>62</td><td>RU</td><td> 03/15/2021</td><td>82</td><td>68.75</td><td>161.3</td><td>-12.21</td><td>10.56</td></tr>,,,,,<tr><td>346</td><td>Cherskiy</td><td>62</td><td>RU</td><td> 03/15/2021</td><td>82</td><td>68.75</td><td>161.3</td><td>-12.21</td><td>10.56</td></tr>
347,Lillooet,1,CA, 03/15/2021,33,50.6856,-121.942,44.6,4.61,<tr>,<td>,</td>,</tr>,<tr><td>347</td><td>Lillooet</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>33</td><td>50.6856</td><td>-121.942</td><td>44.6</td><td>4.61</td></tr>,,,,,<tr><td>347</td><td>Lillooet</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>33</td><td>50.6856</td><td>-121.942</td><td>44.6</td><td>4.61</td></tr>
348,Avdon,90,RU, 03/15/2021,73,54.6667,55.7167,12.2,11.18,<tr>,<td>,</td>,</tr>,<tr><td>348</td><td>Avdon</td><td>90</td><td>RU</td><td> 03/15/2021</td><td>73</td><td>54.6667</td><td>55.7167</td><td>12.2</td><td>11.18</td></tr>,,,,,<tr><td>348</td><td>Avdon</td><td>90</td><td>RU</td><td> 03/15/2021</td><td>73</td><td>54.6667</td><td>55.7167</td><td>12.2</td><td>11.18</td></tr>
349,Manggar,38,ID, 03/15/2021,82,-2.8833,108.2667,77.79,2.71,<tr>,<td>,</td>,</tr>,<tr><td>349</td><td>Manggar</td><td>38</td><td>ID</td><td> 03/15/2021</td><td>82</td><td>-2.8833</td><td>108.2667</td><td>77.79</td><td>2.71</td></tr>,,,,,<tr><td>349</td><td>Manggar</td><td>38</td><td>ID</td><td> 03/15/2021</td><td>82</td><td>-2.8833</td><td>108.2667</td><td>77.79</td><td>2.71</td></tr>
350,Guerrero Negro,85,MX, 03/15/2021,58,27.9769,-114.0611,61.93,20.56,<tr>,<td>,</td>,</tr>,<tr><td>350</td><td>Guerrero Negro</td><td>85</td><td>MX</td><td> 03/15/2021</td><td>58</td><td>27.9769</td><td>-114.0611</td><td>61.93</td><td>20.56</td></tr>,,,,,<tr><td>350</td><td>Guerrero Negro</td><td>85</td><td>MX</td><td> 03/15/2021</td><td>58</td><td>27.9769</td><td>-114.0611</td><td>61.93</td><td>20.56</td></tr>
351,Port Hedland,70,AU, 03/15/2021,89,-20.3167,118.5667,78.8,6.91,<tr>,<td>,</td>,</tr>,<tr><td>351</td><td>Port Hedland</td><td>70</td><td>AU</td><td> 03/15/2021</td><td>89</td><td>-20.3167</td><td>118.5667</td><td>78.8</td><td>6.91</td></tr>,,,,,<tr><td>351</td><td>Port Hedland</td><td>70</td><td>AU</td><td> 03/15/2021</td><td>89</td><td>-20.3167</td><td>118.5667</td><td>78.8</td><td>6.91</td></tr>
352,Coruripe,0,BR, 03/15/2021,69,-10.1256,-36.1756,81.18,10.65,<tr>,<td>,</td>,</tr>,<tr><td>352</td><td>Coruripe</td><td>0</td><td>BR</td><td> 03/15/2021</td><td>69</td><td>-10.1256</td><td>-36.1756</td><td>81.18</td><td>10.65</td></tr>,,,,,<tr><td>352</td><td>Coruripe</td><td>0</td><td>BR</td><td> 03/15/2021</td><td>69</td><td>-10.1256</td><td>-36.1756</td><td>81.18</td><td>10.65</td></tr>
353,Grand Forks,90,US, 03/15/2021,80,47.9417,-97.4337,37,16.11,<tr>,<td>,</td>,</tr>,<tr><td>353</td><td>Grand Forks</td><td>90</td><td>US</td><td> 03/15/2021</td><td>80</td><td>47.9417</td><td>-97.4337</td><td>37</td><td>16.11</td></tr>,,,,,<tr><td>353</td><td>Grand Forks</td><td>90</td><td>US</td><td> 03/15/2021</td><td>80</td><td>47.9417</td><td>-97.4337</td><td>37</td><td>16.11</td></tr>
354,Olinda,20,BR, 03/15/2021,65,-8.0089,-34.8553,80.6,13.8,<tr>,<td>,</td>,</tr>,<tr><td>354</td><td>Olinda</td><td>20</td><td>BR</td><td> 03/15/2021</td><td>65</td><td>-8.0089</td><td>-34.8553</td><td>80.6</td><td>13.8</td></tr>,,,,,<tr><td>354</td><td>Olinda</td><td>20</td><td>BR</td><td> 03/15/2021</td><td>65</td><td>-8.0089</td><td>-34.8553</td><td>80.6</td><td>13.8</td></tr>
355,Palana,43,RU, 03/15/2021,94,59.1167,159.9667,18.43,8.77,<tr>,<td>,</td>,</tr>,<tr><td>355</td><td>Palana</td><td>43</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>59.1167</td><td>159.9667</td><td>18.43</td><td>8.77</td></tr>,,,,,<tr><td>355</td><td>Palana</td><td>43</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>59.1167</td><td>159.9667</td><td>18.43</td><td>8.77</td></tr>
356,Comodoro Rivadavia,20,AR, 03/15/2021,40,-45.8667,-67.5,73.4,12.66,<tr>,<td>,</td>,</tr>,<tr><td>356</td><td>Comodoro Rivadavia</td><td>20</td><td>AR</td><td> 03/15/2021</td><td>40</td><td>-45.8667</td><td>-67.5</td><td>73.4</td><td>12.66</td></tr>,,,,,<tr><td>356</td><td>Comodoro Rivadavia</td><td>20</td><td>AR</td><td> 03/15/2021</td><td>40</td><td>-45.8667</td><td>-67.5</td><td>73.4</td><td>12.66</td></tr>
357,Nuuk,90,GL, 03/15/2021,93,64.1835,-51.7216,24.8,9.22,<tr>,<td>,</td>,</tr>,<tr><td>357</td><td>Nuuk</td><td>90</td><td>GL</td><td> 03/15/2021</td><td>93</td><td>64.1835</td><td>-51.7216</td><td>24.8</td><td>9.22</td></tr>,,,,,<tr><td>357</td><td>Nuuk</td><td>90</td><td>GL</td><td> 03/15/2021</td><td>93</td><td>64.1835</td><td>-51.7216</td><td>24.8</td><td>9.22</td></tr>
358,Ilulissat,75,GL, 03/15/2021,86,69.2167,-51.1,21.2,2.3,<tr>,<td>,</td>,</tr>,<tr><td>358</td><td>Ilulissat</td><td>75</td><td>GL</td><td> 03/15/2021</td><td>86</td><td>69.2167</td><td>-51.1</td><td>21.2</td><td>2.3</td></tr>,,,,,<tr><td>358</td><td>Ilulissat</td><td>75</td><td>GL</td><td> 03/15/2021</td><td>86</td><td>69.2167</td><td>-51.1</td><td>21.2</td><td>2.3</td></tr>
359,Moorhead,90,US, 03/15/2021,75,46.8739,-96.7676,33.8,13.8,<tr>,<td>,</td>,</tr>,<tr><td>359</td><td>Moorhead</td><td>90</td><td>US</td><td> 03/15/2021</td><td>75</td><td>46.8739</td><td>-96.7676</td><td>33.8</td><td>13.8</td></tr>,,,,,<tr><td>359</td><td>Moorhead</td><td>90</td><td>US</td><td> 03/15/2021</td><td>75</td><td>46.8739</td><td>-96.7676</td><td>33.8</td><td>13.8</td></tr>
360,Soyo,100,AO, 03/15/2021,83,-6.1349,12.3689,80.02,7.99,<tr>,<td>,</td>,</tr>,<tr><td>360</td><td>Soyo</td><td>100</td><td>AO</td><td> 03/15/2021</td><td>83</td><td>-6.1349</td><td>12.3689</td><td>80.02</td><td>7.99</td></tr>,,,,,<tr><td>360</td><td>Soyo</td><td>100</td><td>AO</td><td> 03/15/2021</td><td>83</td><td>-6.1349</td><td>12.3689</td><td>80.02</td><td>7.99</td></tr>
361,Jiuquan,93,CN, 03/15/2021,62,39.7432,98.5174,30.79,2.64,<tr>,<td>,</td>,</tr>,<tr><td>361</td><td>Jiuquan</td><td>93</td><td>CN</td><td> 03/15/2021</td><td>62</td><td>39.7432</td><td>98.5174</td><td>30.79</td><td>2.64</td></tr>,,,,,<tr><td>361</td><td>Jiuquan</td><td>93</td><td>CN</td><td> 03/15/2021</td><td>62</td><td>39.7432</td><td>98.5174</td><td>30.79</td><td>2.64</td></tr>
362,Mazatlan,1,MX, 03/15/2021,46,23.2167,-106.4167,75.2,6.91,<tr>,<td>,</td>,</tr>,<tr><td>362</td><td>Mazatlan</td><td>1</td><td>MX</td><td> 03/15/2021</td><td>46</td><td>23.2167</td><td>-106.4167</td><td>75.2</td><td>6.91</td></tr>,,,,,<tr><td>362</td><td>Mazatlan</td><td>1</td><td>MX</td><td> 03/15/2021</td><td>46</td><td>23.2167</td><td>-106.4167</td><td>75.2</td><td>6.91</td></tr>
363,Itoman,40,JP, 03/15/2021,77,26.1247,127.6694,68,5.75,<tr>,<td>,</td>,</tr>,<tr><td>363</td><td>Itoman</td><td>40</td><td>JP</td><td> 03/15/2021</td><td>77</td><td>26.1247</td><td>127.6694</td><td>68</td><td>5.75</td></tr>,,,,,<tr><td>363</td><td>Itoman</td><td>40</td><td>JP</td><td> 03/15/2021</td><td>77</td><td>26.1247</td><td>127.6694</td><td>68</td><td>5.75</td></tr>
364,Alofi,75,NU, 03/15/2021,89,-19.0595,-169.9187,80.6,3.44,<tr>,<td>,</td>,</tr>,<tr><td>364</td><td>Alofi</td><td>75</td><td>NU</td><td> 03/15/2021</td><td>89</td><td>-19.0595</td><td>-169.9187</td><td>80.6</td><td>3.44</td></tr>,,,,,<tr><td>364</td><td>Alofi</td><td>75</td><td>NU</td><td> 03/15/2021</td><td>89</td><td>-19.0595</td><td>-169.9187</td><td>80.6</td><td>3.44</td></tr>
365,Geraldton,100,AU, 03/15/2021,22,-28.7667,114.6,80.6,17.27,<tr>,<td>,</td>,</tr>,<tr><td>365</td><td>Geraldton</td><td>100</td><td>AU</td><td> 03/15/2021</td><td>22</td><td>-28.7667</td><td>114.6</td><td>80.6</td><td>17.27</td></tr>,,,,,<tr><td>365</td><td>Geraldton</td><td>100</td><td>AU</td><td> 03/15/2021</td><td>22</td><td>-28.7667</td><td>114.6</td><td>80.6</td><td>17.27</td></tr>
366,Kargat,100,RU, 03/15/2021,93,55.1956,80.2811,-3.95,8.75,<tr>,<td>,</td>,</tr>,<tr><td>366</td><td>Kargat</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>93</td><td>55.1956</td><td>80.2811</td><td>-3.95</td><td>8.75</td></tr>,,,,,<tr><td>366</td><td>Kargat</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>93</td><td>55.1956</td><td>80.2811</td><td>-3.95</td><td>8.75</td></tr>
367,Manitouwadge,20,CA, 03/15/2021,54,49.1215,-85.8403,30.2,4.61,<tr>,<td>,</td>,</tr>,<tr><td>367</td><td>Manitouwadge</td><td>20</td><td>CA</td><td> 03/15/2021</td><td>54</td><td>49.1215</td><td>-85.8403</td><td>30.2</td><td>4.61</td></tr>,,,,,<tr><td>367</td><td>Manitouwadge</td><td>20</td><td>CA</td><td> 03/15/2021</td><td>54</td><td>49.1215</td><td>-85.8403</td><td>30.2</td><td>4.61</td></tr>
368,Richards Bay,0,ZA, 03/15/2021,88,-28.783,32.0377,75.07,10.85,<tr>,<td>,</td>,</tr>,<tr><td>368</td><td>Richards Bay</td><td>0</td><td>ZA</td><td> 03/15/2021</td><td>88</td><td>-28.783</td><td>32.0377</td><td>75.07</td><td>10.85</td></tr>,,,,,<tr><td>368</td><td>Richards Bay</td><td>0</td><td>ZA</td><td> 03/15/2021</td><td>88</td><td>-28.783</td><td>32.0377</td><td>75.07</td><td>10.85</td></tr>
369,Chapais,1,CA, 03/15/2021,51,49.7834,-74.8492,5,9.22,<tr>,<td>,</td>,</tr>,<tr><td>369</td><td>Chapais</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>51</td><td>49.7834</td><td>-74.8492</td><td>5</td><td>9.22</td></tr>,,,,,<tr><td>369</td><td>Chapais</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>51</td><td>49.7834</td><td>-74.8492</td><td>5</td><td>9.22</td></tr>
370,Artyom,0,AZ, 03/15/2021,87,40.4723,50.333,42.8,9.22,<tr>,<td>,</td>,</tr>,<tr><td>370</td><td>Artyom</td><td>0</td><td>AZ</td><td> 03/15/2021</td><td>87</td><td>40.4723</td><td>50.333</td><td>42.8</td><td>9.22</td></tr>,,,,,<tr><td>370</td><td>Artyom</td><td>0</td><td>AZ</td><td> 03/15/2021</td><td>87</td><td>40.4723</td><td>50.333</td><td>42.8</td><td>9.22</td></tr>
371,Nago,20,JP, 03/15/2021,64,26.5881,127.9761,68,4.61,<tr>,<td>,</td>,</tr>,<tr><td>371</td><td>Nago</td><td>20</td><td>JP</td><td> 03/15/2021</td><td>64</td><td>26.5881</td><td>127.9761</td><td>68</td><td>4.61</td></tr>,,,,,<tr><td>371</td><td>Nago</td><td>20</td><td>JP</td><td> 03/15/2021</td><td>64</td><td>26.5881</td><td>127.9761</td><td>68</td><td>4.61</td></tr>
372,Cassilandia,48,BR, 03/15/2021,65,-19.1133,-51.7342,83.55,3.06,<tr>,<td>,</td>,</tr>,<tr><td>372</td><td>Cassilandia</td><td>48</td><td>BR</td><td> 03/15/2021</td><td>65</td><td>-19.1133</td><td>-51.7342</td><td>83.55</td><td>3.06</td></tr>,,,,,<tr><td>372</td><td>Cassilandia</td><td>48</td><td>BR</td><td> 03/15/2021</td><td>65</td><td>-19.1133</td><td>-51.7342</td><td>83.55</td><td>3.06</td></tr>
373,Zabaykalsk,0,RU, 03/15/2021,88,49.6333,117.3167,3.47,8.77,<tr>,<td>,</td>,</tr>,<tr><td>373</td><td>Zabaykalsk</td><td>0</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>49.6333</td><td>117.3167</td><td>3.47</td><td>8.77</td></tr>,,,,,<tr><td>373</td><td>Zabaykalsk</td><td>0</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>49.6333</td><td>117.3167</td><td>3.47</td><td>8.77</td></tr>
374,Kapuskasing,0,CA, 03/15/2021,28,49.4169,-82.4331,26.6,10.36,<tr>,<td>,</td>,</tr>,<tr><td>374</td><td>Kapuskasing</td><td>0</td><td>CA</td><td> 03/15/2021</td><td>28</td><td>49.4169</td><td>-82.4331</td><td>26.6</td><td>10.36</td></tr>,,,,,<tr><td>374</td><td>Kapuskasing</td><td>0</td><td>CA</td><td> 03/15/2021</td><td>28</td><td>49.4169</td><td>-82.4331</td><td>26.6</td><td>10.36</td></tr>
375,Bismarck,90,US, 03/15/2021,75,46.8083,-100.7837,33.8,11.5,<tr>,<td>,</td>,</tr>,<tr><td>375</td><td>Bismarck</td><td>90</td><td>US</td><td> 03/15/2021</td><td>75</td><td>46.8083</td><td>-100.7837</td><td>33.8</td><td>11.5</td></tr>,,,,,<tr><td>375</td><td>Bismarck</td><td>90</td><td>US</td><td> 03/15/2021</td><td>75</td><td>46.8083</td><td>-100.7837</td><td>33.8</td><td>11.5</td></tr>
376,Kupang,100,ID, 03/15/2021,78,-10.1667,123.5833,78.6,1.57,<tr>,<td>,</td>,</tr>,<tr><td>376</td><td>Kupang</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>78</td><td>-10.1667</td><td>123.5833</td><td>78.6</td><td>1.57</td></tr>,,,,,<tr><td>376</td><td>Kupang</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>78</td><td>-10.1667</td><td>123.5833</td><td>78.6</td><td>1.57</td></tr>
377,Havoysund,20,NO, 03/15/2021,74,70.9963,24.6622,28.4,5.75,<tr>,<td>,</td>,</tr>,<tr><td>377</td><td>Havoysund</td><td>20</td><td>NO</td><td> 03/15/2021</td><td>74</td><td>70.9963</td><td>24.6622</td><td>28.4</td><td>5.75</td></tr>,,,,,<tr><td>377</td><td>Havoysund</td><td>20</td><td>NO</td><td> 03/15/2021</td><td>74</td><td>70.9963</td><td>24.6622</td><td>28.4</td><td>5.75</td></tr>
378,Emba,0,KZ, 03/15/2021,83,48.8264,58.1442,1.83,3.69,<tr>,<td>,</td>,</tr>,<tr><td>378</td><td>Emba</td><td>0</td><td>KZ</td><td> 03/15/2021</td><td>83</td><td>48.8264</td><td>58.1442</td><td>1.83</td><td>3.69</td></tr>,,,,,<tr><td>378</td><td>Emba</td><td>0</td><td>KZ</td><td> 03/15/2021</td><td>83</td><td>48.8264</td><td>58.1442</td><td>1.83</td><td>3.69</td></tr>
379,Golden,75,US, 03/15/2021,69,39.7555,-105.2211,37.99,9.22,<tr>,<td>,</td>,</tr>,<tr><td>379</td><td>Golden</td><td>75</td><td>US</td><td> 03/15/2021</td><td>69</td><td>39.7555</td><td>-105.2211</td><td>37.99</td><td>9.22</td></tr>,,,,,<tr><td>379</td><td>Golden</td><td>75</td><td>US</td><td> 03/15/2021</td><td>69</td><td>39.7555</td><td>-105.2211</td><td>37.99</td><td>9.22</td></tr>
380,Nicolas Bravo,40,MX, 03/15/2021,66,18.45,-88.9167,86,18.41,<tr>,<td>,</td>,</tr>,<tr><td>380</td><td>Nicolas Bravo</td><td>40</td><td>MX</td><td> 03/15/2021</td><td>66</td><td>18.45</td><td>-88.9167</td><td>86</td><td>18.41</td></tr>,,,,,<tr><td>380</td><td>Nicolas Bravo</td><td>40</td><td>MX</td><td> 03/15/2021</td><td>66</td><td>18.45</td><td>-88.9167</td><td>86</td><td>18.41</td></tr>
381,Poronaysk,0,RU, 03/15/2021,94,49.2167,143.1167,22.26,4.29,<tr>,<td>,</td>,</tr>,<tr><td>381</td><td>Poronaysk</td><td>0</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>49.2167</td><td>143.1167</td><td>22.26</td><td>4.29</td></tr>,,,,,<tr><td>381</td><td>Poronaysk</td><td>0</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>49.2167</td><td>143.1167</td><td>22.26</td><td>4.29</td></tr>
382,Aguilares,37,AR, 03/15/2021,64,-27.4338,-65.6143,86,4,<tr>,<td>,</td>,</tr>,<tr><td>382</td><td>Aguilares</td><td>37</td><td>AR</td><td> 03/15/2021</td><td>64</td><td>-27.4338</td><td>-65.6143</td><td>86</td><td>4</td></tr>,,,,,<tr><td>382</td><td>Aguilares</td><td>37</td><td>AR</td><td> 03/15/2021</td><td>64</td><td>-27.4338</td><td>-65.6143</td><td>86</td><td>4</td></tr>
383,Bonfim,93,BR, 03/15/2021,47,3.0833,-59.95,90.39,4.45,<tr>,<td>,</td>,</tr>,<tr><td>383</td><td>Bonfim</td><td>93</td><td>BR</td><td> 03/15/2021</td><td>47</td><td>3.0833</td><td>-59.95</td><td>90.39</td><td>4.45</td></tr>,,,,,<tr><td>383</td><td>Bonfim</td><td>93</td><td>BR</td><td> 03/15/2021</td><td>47</td><td>3.0833</td><td>-59.95</td><td>90.39</td><td>4.45</td></tr>
384,Conceicao Do Araguaia,75,BR, 03/15/2021,79,-8.2578,-49.2647,83.55,3.76,<tr>,<td>,</td>,</tr>,<tr><td>384</td><td>Conceicao Do Araguaia</td><td>75</td><td>BR</td><td> 03/15/2021</td><td>79</td><td>-8.2578</td><td>-49.2647</td><td>83.55</td><td>3.76</td></tr>,,,,,<tr><td>384</td><td>Conceicao Do Araguaia</td><td>75</td><td>BR</td><td> 03/15/2021</td><td>79</td><td>-8.2578</td><td>-49.2647</td><td>83.55</td><td>3.76</td></tr>
